ipa,syl,son,cons,cont,delrel,lat,nas,stri,den,voi,sg,cg,ant,dist,lab,hi,low,fro,ba,rou,reduc,ten,impl,cli,linglab,lon,tonhi,tonce,tonmi,tonris,tonfal,tonconv,stre,strepri
ʌ̰ˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,0,0,0,0,0,+,-
ɤ̞̰ˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,-
ɤ̰̽ˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,-
ʌ̝̰ˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,-
ʌ̰̽ˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,-
ʌ̰˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,+,0,+,+,-,0,0
ɤ̞̰˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,-,0,0
ɤ̰̽˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,-,0,0
ʌ̝̰˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,-,0,0
ʌ̰̽˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,-,0,0
ʌ̰˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,-,0,+,-,0,0,0
ɤ̞̰˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,-,0,0,0
ʌ̝̰˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,-,0,0,0
ɤ̰̽˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,-,0,0,0
ʌ̰̽˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,-,0,0,0
ʌ̰˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,-,0,+,+,+,0,0
ɤ̞̰˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,+,+,0,0
ɤ̰̽˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,+,+,0,0
ʌ̝̰˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,+,+,0,0
ʌ̰̽˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,+,+,+,0,0
ʌ̰˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,+,0,+,+,+,0,0
ɤ̞̰˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,+,0,0
ɤ̰̽˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,+,0,0
ʌ̝̰˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,+,0,0
ʌ̰̽˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,+,0,0
ʌ̰˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,+,0,+,+,-,0,0
ʌ̰˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,+,0,-,+,0,0,0
ɤ̞̰˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,+,0,0,0
ɤ̰̽˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,+,0,0,0
ʌ̝̰˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,+,0,0,0
ʌ̰̽˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,+,0,0,0
ʌ̰˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,+,0,+,-,0,0,0
ɤ̞̰˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,-,0,0,0
ɤ̰̽˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,-,0,0,0
ʌ̝̰˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,-,0,0,0
ʌ̰̽˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,-,0,0,0
ʌ̰˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,+,0,-,+,0,0,0
ɤ̞̰˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,+,0,0,0
ɤ̰̽˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,+,0,0,0
ʌ̰̽˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,+,0,0,0
ʌ̝̰˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,+,0,0,0
ʌ̰˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,+,0,-,+,0,0,0
ɤ̞̰˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,+,0,0,0
ɤ̰̽˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,+,0,0,0
ʌ̝̰˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,+,0,0,0
ʌ̰̽˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,+,0,0,0
ʌ̰˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,-,0,-,+,0,0,0
ɤ̞̰˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,+,0,0,0
ɤ̰̽˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,+,0,0,0
ʌ̝̰˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,+,0,0,0
ʌ̰̽˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,+,0,0,0
ʌ̰˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,+,0,+,+,+,0,0
ɤ̞̰˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,+,0,0
ɤ̰̽˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,+,0,0
ʌ̝̰˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,+,0,0
ʌ̰̽˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,+,+,0,0
ʌ̰̽˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,-,0,0,0
ʌ̰˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,+,0,+,-,0,0,0
ɤ̞̰˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,-,0,0,0
ɤ̰̽˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,-,0,0,0
ʌ̰˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,+,0,+,-,0,0,0
ɤ̞̰˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,-,0,0,0
ɤ̰̽˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,-,0,0,0
ʌ̝̰˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,-,0,0,0
ʌ̰̽˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,+,-,0,0,0
ʌ̝̰˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,-,0,0,0
ʌ̰,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,0,0,0,0,0,0,0
ɤ̞̰,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ɤ̰̽,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ʌ̝̰,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ʌ̰̽,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ʌˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,0,0,0,0,0,0,0
ɤ̞ˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ɤ̽ˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ʌ̝ˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ʌ̽ˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ˀʌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,0,0,0,0,0,0,0
ˀɤ̞,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ˀɤ̽,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ˀʌ̝,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ˀʌ̽,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ɤ̰̽ː˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,+,+,0,0
ʌ̝̰ː˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,+,+,0,0
ʌ̰̽ː˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,+,+,0,0
ʌ̰ː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,+,0,+,+,+,0,0
ɤ̞̰ː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,+,0,0
ɤ̰̽ː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,+,0,0
ʌ̝̰ː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,+,0,0
ʌ̰̽ː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,+,0,0
ʌ̰ː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,+,0,+,+,+,0,0
ɤ̞̰ː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,+,0,0
ɤ̰̽ː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,+,0,0
ʌ̝̰ː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,+,0,0
ʌ̰̽ː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,+,0,0
ʌ̰ː˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,-,+,0,+,+,+,0,0
ɤ̞̰ː˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,+,0,0
ʌ̰̽ː˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,+,0,0
ʌ̝̰ː˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,+,0,0
ʌ̰ː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,-,-,0,+,+,-,0,0
ɤ̞̰ː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,+,+,-,0,0
ɤ̰̽ː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,+,+,-,0,0
ʌ̝̰ː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,+,+,-,0,0
ʌ̰̽ː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,+,+,-,0,0
ʌ̰ː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,+,0,+,+,-,0,0
ɤ̞̰ː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,-,0,0
ɤ̰̽ː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,-,0,0
ʌ̝̰ː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,-,0,0
ʌ̰̽ː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,+,-,0,0
ʌ̰ː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,+,0,+,+,-,0,0
ɤ̞̰ː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,-,0,0
ɤ̰̽ː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,-,0,0
ʌ̝̰ː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,-,0,0
ʌ̰̽ː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,+,-,0,0
ʌ̰ː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,-,+,0,+,+,-,0,0
ɤ̞̰ː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,-,0,0
ɤ̰̽ː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,-,0,0
ʌ̝̰ː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,-,0,0
ʌ̰̽ː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,+,+,-,0,0
ʌ̰ːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,0,0,0,0,0,+,+
ɤ̞̰ːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,+
ɤ̰̽ːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,+
ʌ̝̰ːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,+
ʌ̰̽ːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,+
ʌ̰ːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,0,0,0,0,0,+,-
ɤ̞̰ːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,-
ɤ̰̽ːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,-
ʌ̝̰ːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,-
ʌ̰̽ːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,0,0,0,0,0,+,-
ʌ̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,-,0,-,-,0,0,0
ɤ̰̽ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ɤ̞̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ʌ̝̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ʌ̰̽ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ʌ̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,+,0,-,-,0,0,0
ɤ̞̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ɤ̰̽ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ʌ̝̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ʌ̰̽ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ʌ̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,+,0,-,-,0,0,0
ɤ̞̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ɤ̰̽ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ʌ̝̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ʌ̰̽ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ʌ̝̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ʌ̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,-,+,0,-,-,0,0,0
ɤ̞̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ɤ̰̽ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ʌ̰̽ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ʌ̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,-,-,0,-,-,0,0,0
ɤ̞̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ɤ̰̽ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ʌ̝̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ʌ̰̽ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ʌ̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,-,0,+,-,0,0,0
ɤ̞̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ɤ̰̽ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ʌ̝̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ʌ̰̽ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ʌ̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,+,+,0,+,-,0,0,0
ɤ̞̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ɤ̰̽ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ʌ̝̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ʌ̰̽ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ɤ̞̰ː˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,+,-,0,+,+,+,0,0
ʌ̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,+,0,+,0,+,-,0,0,0
ɤ̞̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ɤ̰̽ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ʌ̝̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ʌ̰̽ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
